text,author,is_ai,predicted_prob,predicted_label,correct,p_xgb,p_ffnn,p_bert,disagreement
"The wine-shop, even at this late hour, breathed a discontented sigh, a damp exhalation of grievances and simmering resentments. Monsieur Defarge, however, moved through it with a grim purpose, a shadow amongst shadows. He’d dismissed the last stragglers, the gossips and the grumblers, with a curt wave, his face a study in flinty resolve. 

He walked now beneath a short grove of feebler and feebler over-swinging lamps, their light struggling against the encroaching darkness, out under the great grove of stars. A chill, not entirely of the night air, settled upon his shoulders. He carried a small, tightly-rolled paper, its contents a weight heavier than any stone. 

Beneath that arch of unmoved, indifferent heavens, he paused. The cobblestones, slick with recent rain, reflected the distant, flickering glow. He thought of the names, the carefully-recorded injustices, the slow accumulation of suffering. Each one a seed, now ready for a harvest. A grim smile touched his lips, a fleeting, unsettling thing. Tonight, the reckoning drew nearer. Tonight, a debt, long overdue, would begin to be paid.",Charles Dickens,1,0.9518284598986307,1,True,0.966187059879303,0.9999569058418274,0.889341413974762,0.04628587837416451
"The missive arrived by hand, delivered not by boy nor post, but a man of unsettling stillness, eyes fixed upon some distant horizon even as he pressed the sealed envelope into my palm. The paper itself was thick, vellum-like, bearing no crest, only a faint scent of sandalwood and something…metallic.

Its contents were brief, chillingly so. “An account of you we have from all quarters received. A curious tapestry woven of observation, rumour, and – shall we say – *interest*. Your deductions regarding the Blackwood affair, though publicly dismissed, did not escape notice. Your methods, unorthodox, yet…effective.”

The final lines were the most unsettling. “Be in your chamber then at that hour, and do not take it amiss if your visitor wear a mask.” No signature, merely a single, pressed crimson flower – a night-blooming cereus, I believe. 

A most peculiar commission, indeed. The implications were vast, hinting at a network operating in the shadows, one that observed, catalogued, and *judged*. I adjusted the lamp, the gaslight casting long, dancing shadows across the room. A masked visitor? The very stuff of melodrama, yet a cold certainty settled upon me. This was no theatrical performance. This was…business.",Arthur Conan Doyle,1,0.9666025439898173,1,True,0.9831435084342957,0.9888480305671692,0.9278160929679871,0.02752486125115182
"things which are going on, the strange coincidences, the plannings, the cross-purposes, the wonderful chains of events, working through generations, and leading to the most _outré_ results, it would make all fiction with its conventionalities and foreseen conclusions most stale and unprofitable.” “And yet I am not convinced of it,” I answered. “The cases which come to light in the papers are, as a rule, bald enough, and vulgar enough. We have in our police reports realism pushed to its extreme limits, and yet the result is, it must be confessed, neither fascinating nor artistic.” “A certain selection and discretion must be used in producing a realistic effect,” remarked Holmes. “This is wanting in the police report, where more stress is laid, perhaps, upon the platitudes of the magistrate than upon the details, which to an observer contain the vital essence of the whole matter. Depend upon it, there is nothing so unnatural as the commonplace.” I smiled and shook my head. “I can quite understand your thinking so,” I said. “Of course, in your position of unofficial adviser and helper to everybody who is absolutely puzzled, throughout three continents, you are brought in contact with all that is strange",Arthur Conan Doyle,0,0.015698329471076303,0,True,0.01113155111670494,0.0017302705673500896,0.11656901985406876,0.052061269702628137
"in from time to time to see that all was right with me. At two o’clock he bade me good-day, complimented me upon the amount that I had written, and locked the door of the office after me. “This went on day after day, Mr. Holmes, and on Saturday the manager came in and planked down four golden sovereigns for my week’s work. It was the same next week, and the same the week after. Every morning I was there at ten, and every afternoon I left at two. By degrees Mr. Duncan Ross took to coming in only once of a morning, and then, after a time, he did not come in at all. Still, of course, I never dared to leave the room for an instant, for I was not sure when he might come, and the billet was such a good one, and suited me so well, that I would not risk the loss of it. “Eight weeks passed away like this, and I had written about Abbots and Archery and Armour and Architecture and Attica, and hoped with diligence that I might get on to the B’s before very long. It cost me something in foolscap,",Arthur Conan Doyle,0,0.018566433169705004,0,True,2.2385449483408593e-05,2.9236609861982288e-06,0.0556739903986454,0.026239006552772
"world. It is most refreshingly unusual. But there is, if you will excuse my saying so, something just a little funny about it. Pray what steps did you take when you found the card upon the door?” “I was staggered, sir. I did not know what to do. Then I called at the offices round, but none of them seemed to know anything about it. Finally, I went to the landlord, who is an accountant living on the ground floor, and I asked him if he could tell me what had become of the Red-headed League. He said that he had never heard of any such body. Then I asked him who Mr. Duncan Ross was. He answered that the name was new to him. “‘Well,’ said I, ‘the gentleman at No. 4.’ “‘What, the red-headed man?’ “‘Yes.’ “‘Oh,’ said he, ‘his name was William Morris. He was a solicitor and was using my room as a temporary convenience until his new premises were ready. He moved out yesterday.’ “‘Where could I find him?’ “‘Oh, at his new offices. He did tell me the address. Yes, 17 King Edward Street, near St. Paul’s.’ “I started off, Mr. Holmes, but when",Arthur Conan Doyle,0,0.021106053134038422,0,True,0.0003194316232111305,0.0006695323390886188,0.06232919543981552,0.02914951387587309
"Old Man Hemlock, proprietor of Hemlock’s Haberdashery and purveyor of fine (and not-so-fine) ribbons, was a fixture. A barnacle upon the commerce of Cheapside, one might say. Never, *never* was he absent during business hours, not for sickness, nor sorrow, nor the entreaties of a nagging wife – for he had none. Unless, that is, upon an errand. And then, a most peculiar substitution occurred.

For Hemlock possessed a son, a grim little fellow of twelve years, named Silas. A miniature Hemlock, truly; the same pinched lips, the same hawk-like nose, the same unsettlingly direct gaze. He was, in short, his express image, though rendered in a smaller, dirtier package. 

Silas would perch upon the high stool behind the counter, legs swinging, a miniature ledger before him. Customers, initially startled by the exchange, soon learned to address the boy as ‘Mr. Hemlock, Junior’. He’d quote prices with a chilling accuracy, accept coin with a flinty stare, and generally maintain the air of a man thrice his age, burdened by the weight of thread counts and the woes of the world. A grisly urchin, indeed, but a remarkably effective stand-in for a father devoted to his trade, and utterly devoid of sentiment.",Charles Dickens,1,0.9650152524312338,1,True,0.965735912322998,0.999962568283081,0.9293472766876221,0.028833075506989346
"The sharp clang of the bell, a brazen intrusion upon the quiet of Baker Street, found me mid-sentence regarding a particularly baffling case of purloined poultry. My companion, however, barely registered the interruption. He sat, a granite effigy amidst the swirling smoke of his pipe, eyes fixed upon the dying embers.

“I have seen those symptoms before,” he said, throwing his cigarette into the fire with a decisive flick of the wrist. The sudden flare illuminated the keen angles of his face. “Oscillation upon the pavement always. A peculiar gait, a slight listing to starboard, as it were. And invariably, following a period of intense mental strain.”

I confess, I was lost. “Oscillation, Holmes? You speak of a physical manifestation?”

He waved a dismissive hand. “Elementary, Watson. The mind, when stretched to its limit, seeks release. It manifests in the body, a subtle imbalance. This bell… it signals not a visitor, but a consequence. A man driven to the precipice of reason, attempting to regain his footing.” He rose, his long frame unfolding with a predatory grace. “Prepare your hat, Watson. We have a distressed intellect to rescue, and I suspect, a most curious tale to unravel.”",Arthur Conan Doyle,1,0.9821637325545397,1,True,0.896791398525238,0.9999895691871643,0.889435887336731,0.05047120470954937
"The rain lashed against the window of the modest Bloomsbury flat, mirroring the tempest in His Royal Highness’s eyes. He sat rigidly, a man accustomed to command, now diminished by a confession. “Compromised yourself seriously,” I observed, my voice a neutral counterpoint to his agitation.

“I was only Crown Prince then,” he stated, the words clipped, precise. “I was young. I am but thirty now.” He ran a hand through his prematurely silvering hair. “A… wager. A foolish, youthful indiscretion involving a document. A treaty, preliminary to the Balkan accords. It was… misplaced.”

My companion, Dr. Watson, shifted uneasily. “Misplaced, Your Highness?”

“Lost to a man of… questionable reputation. A collector of secrets, shall we say. He now threatens exposure.” The Prince’s jaw tightened. “It must be recovered.”

I steepled my fingers, considering. “And your agents?”

“We have tried and failed. Discreet inquiries, offers of recompense… all met with silence. He enjoys the power he wields. He *flaunts* it.” A flicker of genuine fear crossed his face. “The implications, should this become public… they are catastrophic.”",Arthur Conan Doyle,1,0.8623028290098605,1,True,0.209401473402977,0.9997877478599548,0.918836236000061,0.3550526240344231
"cloak and laid it on the table. “There are three hundred pounds in gold and seven hundred in notes,” he said. Holmes scribbled a receipt upon a sheet of his note-book and handed it to him. “And Mademoiselle’s address?” he asked. “Is Briony Lodge, Serpentine Avenue, St. John’s Wood.” Holmes took a note of it. “One other question,” said he. “Was the photograph a cabinet?” “It was.” “Then, good-night, your Majesty, and I trust that we shall soon have some good news for you. And good-night, Watson,” he added, as the wheels of the royal brougham rolled down the street. “If you will be good enough to call to-morrow afternoon at three o’clock I should like to chat this little matter over with you.” II. At three o’clock precisely I was at Baker Street, but Holmes had not yet returned. The landlady informed me that he had left the house shortly after eight o’clock in the morning. I sat down beside the fire, however, with the intention of awaiting him, however long he might be. I was already deeply interested in his inquiry, for, though it was surrounded by none of the grim and strange features which were associated with",Arthur Conan Doyle,0,0.01514984181497419,0,True,0.0006373008945956826,6.73217509756796e-05,0.11668901145458221,0.05484214003183981
"The chill November air, thick with coal smoke, did little to dispel the singular unease that had settled upon me. I had tramped into the city this morning, responding to a most peculiar advertisement in *The Times* – a request for individuals possessing a decidedly uncommon characteristic. And uncommon it was, to say the least.

Fleet Street was, upon my arrival, choked with them. Red-headed folk, of every shade from fiery auburn to a muted copper, jostled and murmured, a veritable tide of russet hair and freckled faces. The sheer concentration was… unsettling. Pope’s Court, a narrow alley usually reeking of printer’s ink, looked like a coster’s orange ba, piled high with the same vibrant hue. 

A stout man, with a ginger beard that threatened to engulf his entire face, directed us towards a darkened doorway. “Number Seven,” he barked, his voice raspy. “State your shade. And be quick about it.” 

The air within was close and smelled faintly of ozone. A single gas lamp flickered, illuminating a room filled with… well, more redheads. The purpose of this gathering remained shrouded in mystery, but a prickling sensation at the back of my neck suggested it was a mystery of a decidedly unusual nature.",Arthur Conan Doyle,1,0.9682619770367941,1,True,0.9883911609649658,0.9999786615371704,0.9164161086082458,0.03696451539166048
"The fog, a greasy, yellow shroud, clung to Baker Street as persistently as a debt collector. A most peculiar case had presented itself – the vanishing of Professor Eldridge’s prize-winning orchids, a matter seemingly trivial, yet laced with a disquieting air of…calculation. Eldridge, a man of meticulous habit, swore no forced entry had occurred. 

“It is as well to have Jones with us also,” I remarked to my companion, observing the Professor’s agitated pacing. “He is not a bad fellow, though an absolute imbecile in his profession. A veritable vacuum where deduction should reside.”

My friend merely raised an eyebrow, a gesture I’d come to interpret as profound agreement. “His limitations are…pronounced, certainly. However, Jones possesses one positive virtue. He is as brave as a lion, utterly devoid of the faculty of fear. A useful quality when one anticipates a confrontation, however unlikely with a floral thief.”

Indeed, the Professor’s greenhouse, despite its delicate inhabitants, felt strangely…watched. A faint scent, not of blossom, but of something metallic, hung in the air. The game, I suspected, was afoot, and even a Jones might prove unexpectedly valuable in its unfolding.",Arthur Conan Doyle,1,0.9864749286112979,1,True,0.9958180785179138,0.999988317489624,0.8898493647575378,0.050965509141019834
"sharp clang of the bell. “I have seen those symptoms before,” said Holmes, throwing his cigarette into the fire. “Oscillation upon the pavement always means an _affaire de cœur_. She would like advice, but is not sure that the matter is not too delicate for communication. And yet even here we may discriminate. When a woman has been seriously wronged by a man she no longer oscillates, and the usual symptom is a broken bell wire. Here we may take it that there is a love matter, but that the maiden is not so much angry as perplexed, or grieved. But here she comes in person to resolve our doubts.” As he spoke there was a tap at the door, and the boy in buttons entered to announce Miss Mary Sutherland, while the lady herself loomed behind his small black figure like a full-sailed merchant-man behind a tiny pilot boat. Sherlock Holmes welcomed her with the easy courtesy for which he was remarkable, and, having closed the door and bowed her into an armchair, he looked her over in the minute and yet abstracted fashion which was peculiar to him. “Do you not find,” he said, “that with your short",Arthur Conan Doyle,0,0.05627845630941086,0,True,0.009432777762413025,0.6099743843078613,0.08727496862411499,0.26665089683089127
"The fog, a greasy, yellow broth, clung to the cobbled streets as if loath to relinquish its hold. It mirrored, indeed, the clinging sorrow within my breast. For it is before us, this task, where I will be true to you with all my duty and with all my faithful service, I bring back the remembrance of a Home long desolate.

Not a grand manor, mind you, but a small, brick dwelling, choked now with ivy and the whispers of neglect. Old Man Hemlock’s, it was, before the fever took him, leaving naught but dust motes dancing in the sunbeams that dared penetrate the grime. I was but a lad then, delivering his newspapers, witnessing the slow dimming of his light. 

The scent of woodsmoke and pipe tobacco, once so potent within those walls, is now replaced by the damp, earthy odour of decay. A chipped porcelain doll lies face-down in the garden, a silent testament to laughter long extinguished. Each broken pane of glass, each peeling strip of wallpaper, cries out a story of vanished comfort. It is a mournful spectacle, a chilling reminder that even the most humble hearth can fall to ruin, and that Time, relentless and unforgiving, claims all in its passage.",Charles Dickens,1,0.9829876741612693,1,True,0.9528638124465942,0.9997069239616394,0.8626685738563538,0.056871167817503884
"“All right,” said Jones, a man whose practicality bordered on the brusque. He adjusted his spectacles, regarding the gentleman before him with a professional, if somewhat weary, gaze. The fellow was impeccably dressed, though a touch too theatrically so, and possessed an air of…expectation.

“You claim, sir,” Jones began, carefully choosing his words, “that your lineage is… distinguished?”

The gentleman steepled his fingers. “Distinguished is a lamentable understatement, Inspector. Let us say, rather, that the crimson current of royalty flows within these veins. A matter of some delicacy, naturally. One does not broadcast such things.” He paused, fixing Jones with a pointed look. “I require your assistance with a rather…unpleasant business. A missing heirloom, you understand. Of considerable sentimental, and, dare I say, historical value.”

Jones suppressed a sigh. “And you wish me to understand, sir, that this matter is of particular importance *because* of your…station?”

“Precisely, Inspector. Be aware, please, that I am accustomed to deference. Have the goodness, also, when you address me always to say ‘sir’ and ‘please.’ It is a small courtesy, easily afforded, and one I expect.”",Arthur Conan Doyle,1,0.7901130138253865,1,True,0.054667484015226364,0.9995205998420715,0.9213434457778931,0.4281726417907352
"The young man, Alistair Finch, possessed a mind, I confess, somewhat…unconventional. He’d arrived at Baker Street not with a case of stolen jewels or a blackmail threat, but with a theory concerning the migratory patterns of London fog. Utterly preposterous, of course, yet delivered with a conviction that bordered on unsettling. He posited the fog wasn’t merely atmospheric condensation, but a sentient entity, *drawn* to areas of intense emotional distress.

“Observe, sir,” he’d declared, sketching furiously on a napkin, “the concentration around Newgate Prison, the heightened density near the music halls…it’s a feeding, I assure you!”

I initially dismissed it as youthful exuberance, a harmless eccentricity. However, his observations, though couched in fantastical terms, were remarkably *detailed*. He’d noted subtle shifts in the fog’s texture, correlating them with reported incidents of public disturbance. It was, I admit, not entirely dissimilar to my own method of deduction, merely…applied to a decidedly more ethereal subject. 

Not too much to say, once or twice, as in that business with the vanishing barrister, a peculiar attention to the seemingly irrelevant had proven invaluable. Finch, for all his fog-lore, possessed that same faculty. A raw talent, certainly, needing direction. A curious case, indeed.",Arthur Conan Doyle,1,0.9697082837422689,1,True,0.9815834164619446,0.9999210238456726,0.9276204109191895,0.03068776890140131
"I began to think. I had been warned against you months ago. I had been told that, if the King employed an agent, it would certainly be you. And your address had been given me. Yet, with all this, you made me reveal what you wanted to know. Even after I became suspicious, I found it hard to think evil of such a dear, kind old clergyman. But, you know, I have been trained as an actress myself. Male costume is nothing new to me. I often take advantage of the freedom which it gives. I sent John, the coachman, to watch you, ran upstairs, got into my walking clothes, as I call them, and came down just as you departed. “Well, I followed you to your door, and so made sure that I was really an object of interest to the celebrated Mr. Sherlock Holmes. Then I, rather imprudently, wished you good-night, and started for the Temple to see my husband. “We both thought the best resource was flight, when pursued by so formidable an antagonist; so you will find the nest empty when you call to-morrow. As to the photograph, your client may rest in peace. I love",Arthur Conan Doyle,0,0.018195110770951334,0,True,0.0014431256568059325,0.00037384210736490786,0.052768364548683167,0.02445087932177304
"account of the bequest of the late Ezekiah Hopkins, of Lebanon, Pennsylvania, U.S.A., there is now another vacancy open which entitles a member of the League to a salary of £ 4 a week for purely nominal services. All red-headed men who are sound in body and mind and above the age of twenty-one years, are eligible. Apply in person on Monday, at eleven o’clock, to Duncan Ross, at the offices of the League, 7 Pope’s Court, Fleet Street.” “What on earth does this mean?” I ejaculated after I had twice read over the extraordinary announcement. Holmes chuckled and wriggled in his chair, as was his habit when in high spirits. “It is a little off the beaten track, isn’t it?” said he. “And now, Mr. Wilson, off you go at scratch and tell us all about yourself, your household, and the effect which this advertisement had upon your fortunes. You will first make a note, Doctor, of the paper and the date.” “It is _The Morning Chronicle_ of April 27, 1890. Just two months ago.” “Very good. Now, Mr. Wilson?” “Well, it is just as I have been telling you, Mr. Sherlock Holmes,” said Jabez Wilson, mopping his forehead;",Arthur Conan Doyle,0,0.01509097592494659,0,True,0.0054592592641711235,2.5041317712748423e-05,0.11103330552577972,0.05109712395823151
"Mr. Windibank came he made her sell the business, for he was very superior, being a traveller in wines. They got £ 4700 for the goodwill and interest, which wasn’t near as much as father could have got if he had been alive.” I had expected to see Sherlock Holmes impatient under this rambling and inconsequential narrative, but, on the contrary, he had listened with the greatest concentration of attention. “Your own little income,” he asked, “does it come out of the business?” “Oh, no, sir. It is quite separate and was left me by my uncle Ned in Auckland. It is in New Zealand stock, paying 4½ per cent. Two thousand five hundred pounds was the amount, but I can only touch the interest.” “You interest me extremely,” said Holmes. “And since you draw so large a sum as a hundred a year, with what you earn into the bargain, you no doubt travel a little and indulge yourself in every way. I believe that a single lady can get on very nicely upon an income of about £ 60.” “I could do with much less than that, Mr. Holmes, but you understand that as long as I live",Arthur Conan Doyle,0,0.02311184152495116,0,True,0.0004559069639071822,0.0030487014446407557,0.06583091616630554,0.030225487583219517
"The chipped porcelain of Mrs. Gable’s teacup trembled in her grasp, mirroring the tremor in her voice. She’d come to the bookshop, not for solace amongst the leather-bound volumes, but for a refuge from the relentless drizzle of misfortune. A widow, you see, and not a young one, with a son – a promising lad, a clerk – swallowed by the fever last autumn. 

She’d spent her meagre savings on a small, illustrated edition of *Robinson Crusoe*, a gift, she explained, for the baker’s boy, young Timothy, who reminded her, bless his heart, of a lost brightness. “He’s a good lad, sir, always offering a kind word, a crust even, when times were…thin.” 

Her fingers, gnarled and red from years of honest toil, traced the gold lettering. It wasn’t the book itself, not precisely. It was the *doing* – the small act of generosity, a flickering candle against the encroaching darkness. A desperate attempt, one might say, to salvage a fragment of joy from the wreckage of her days. A most affecting sight, indeed.",Charles Dickens,1,0.9665006597836813,1,True,0.9701396226882935,0.9999538660049438,0.9294084906578064,0.028914748647048447
